district	schoolName
389	0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,49,50,51,52,53,54,55,56,57,77,85,88,89,126,137,149,156,184,190,191,194,206,207,243,247,249,259,267,272,274,275,276,302,304,346,349,350,352,354,373,374,383,386,397,406,409,412,418,428,431,433,445,446,472,473,478,480,493,496,497,510,528,531,538,539,560,588,606,611,613,616,627,628,641,651,668,702,709,723,725,728,734,739,755,758,767,770,797,817,821,822,834,848,854,855,857,859,862,864,866,885,909,923,949,963,965,990,1003,1021,1052,1058,1060,1064,1076,1084,1091,1092,1101,1105,1114,1117,1118,1120,1124,1133,1135,1154,1157,1158,1160,1169,1170,1192,1196,1198,1215,1219,1224,1237,1247,1248,1258,1268,1272,1274,1316,1317,1333,1342,1344,1348,1350,1364,1366,1367,1370,1371,1374,1380,1399,1429,1431,1452,1455,1462,1475,1476,1478,1483,1490,1507,1508,1513,1521,1539,1558,1561,1563,1565,1582,1585,1595,1608,1620,1632,1654,1666,1676,1691,1696,1698,1705,1706,1710,1712,1718,1719,1746,1747,1748,1786,1789,1799,1800,1816,1818,1820,1843,1852,1855,1856,1858,1866,1897,1899,1905,1912,1931,1949,1952,1961,1963,1964,1970,1975,1991,1992,2050,2087,2101,2130,2133,2134,2138,2139,2150,2168,2193,2216,2217,2232,2239,2244,2247,2250,2274,2277,2290,2304,2330,2345,2362,2368,2391,2433,2437,2438,2439,2441,2444,2475,2477,2504,2512,2522,2538,2539,2541,2565,2586,2589,2605,2621,2622,2626,2627,2629,2631,2637,2649,2650,2664,2665,2683,2705,2728,2730,2747,2764,2783,2784,2787,2788,2804,2813,2815,2832,2834,2857,2860,2863,2868,2888,2898,2901,2944,2958,2965,2971,2972,2973,2974,2975,2980,3002,3009,3018,3021,3032,3033,3036,3037,3040,3041,3047,3051,3089,3117,3119,3135,3150,3152,3154,3161,3162,3170,3223,3233,3253,3255,3263,3281,3282,3285,3290,3314,3315,3319,3333,3334,3337,3345,3350,3354,3367,3375,3377,3387,3394,3395,3397,3399,3403,3406,3407,3410,3415,3418,3420,3421,3422,3423,3439,3457,3466,3499,3525,3527,3528,3529,3530,3533,3549,3561,3569,3570,3574,3609,3633,3635,3637,3641,3643,3649,3660,3662,3665,3667,3674,3675,3677,3716,3721,3722,3742,3760,3761,3764,3769,3772,3780,3782,3785,3807,3809,3812,3813,3815,3824,3833,3834,3847,3855,3856,3861,3863,3873,3879,3880,3892,3901,3913,3929,3944,3967,4004,4006,4050,4052,4056,4057,4063,4066,4074,4091,4092,4099,4111,4114,4116,4118,4121,4123,4124,4147,4148,4149,4152,4158,4161,4169,4189,4190,4207,4211,4213,4214,4216,4217,4226,4257,4259,4315,4332,4335,4370,4372,4391,4404,4427,4431,4457,4479,4507,4519,4546,4559,4563,4566,4568,4581,4582,4583,4617,4629,4647,4691,4694,4695,4697,4700,4701,4719,4743,4746,4753,4768,4781,4801,4805,4811,4813,4831,4892,4915,4946,4970,4981,4984,4986,4988,5013,5016,5026,5033,5035,5044,5052,5053,5058,5063,5068,5082,5083,5090,5094,5097,5100,5101,5128,5141,5148,5156,5170,5177,5182,5245,5250,5251,5252,5253,5256,5259,5266,5267,5271,5272,5280,5287,5294,5316,5320,5325,5338,5342,5344,5346,5351,5352,5353,5355,5356,5374,5397,5398,5418,5419,5424,5426,5441,5474,5477,5485,5491,5502,5511,5513,5515,5518,5525,5534,5547,5551,5563,5565,5583,5584,5587,5624,5641,5642,5649,5650,5660,5671,5676,5678,5680,5681,5696,5699,5720,5722,5750,5764,5766,5767,5775,5783,5784,5787,5788,5789,5790,5791,5853,5858,5869,5871,5878,5905,5906,5908,5910,5916,5919,5921,5924,5925,5926,5927,5934,5938,5942,5943,5959,5960,5962,5989,5990,6046,6047,6048,6058,6063,6069,6080,6081,6100,6154,6173,6174,6177,6192,6199,6233,6238,6240,6241,6245,6246,6247,6272,6276,6285,6301,6302,6322,6323,6329,6332,6338,6352,6359,6360,6374,6380,6399,6402,6413,6414,6416,6417,6423,6441,6442,6443,6444,6459,6460,6462,6464,6487,6489,6501,6504,6505,6514,6515,6531,6537,6542,6624,6643,6668,6681,6709,6712,6743,6744,6772,6778,6780,6787,6799,6801,6805,6811,6827,6842,6853,6854,6856,6858,6859,6860,6873,6899,6902,6921,6924,6928,6947,6949,6959,6960,6962,6971,6984,6987,6993,7015,7027,7036,7051,7052,7125,7127,7129,7140,7169,7172,7174,7176,7179,7199,7207,7209,7212,7216,7232,7235,7237,7265,7266,7279,7301,7315,7333,7334,7340,7381,7387,7392,7396,7402,7417,7449,7495,7519,7521,7522,7526,7547,7559,7561,7568,7590,7591,7592,7622,7638,7671,7690,7695,7699,7712,7722,7745,7753,7776,7778,7782,7786,7793,7797,7799,7821,7822,7828,7829,7841,7851,7857,7871,7923,7940,7941,7981,7983,7985,7986,7997,8017,8058,8060,8065,8066,8067,8069,8070,8071,8072,8074,8076,8095,8137,8163,8172,8178,8180,8201,8205,8231,8238,8242,8249,8259,8290,8304,8305,8311,8316,8319,8329,8338,8361,8362,8374,8403,8462,8486,8487,8495,8499,8500,8510,8515,8516,8517,8518,8519,8520,8521,8522,8523,8524,8526,8536,8636,8638,8646,8649,8654,8662,8663,8688,8694,8720,8723,8726,8729,8735,8749,8750,8791,8795,8796,8803,8805,8807,8826,8842,8844,8862,8887,8889,8892,8894,8899,8901,8903,8913,8931,8937,8953,8964,8965,8966,8983,8997,9059,9068,9083,9120,9121,9125,9126,9139,9143,9158,9190,9197,9198,9204,9214,9226,9252,9280,9288,9309,9326,9347,9365,9366,9378,9400,9401,9405,9420,9422,9424,9425,9427,9429,9431,9433,9435,9436,9448,9449,9453,9457,9458,9459,9460,9461,9463,9471,9475,9478,9494,9501,9527,9530,9534,9544,9550,9552,9579,9594,9624,9625,9637,9655,9656,9677,9694,9703,9705,9711,9717,9729,9733,9737,9738,9742,9752,9754,9771,9772,9797,9799,9800,9801,9803,9808,9810,9813,9825,9826,9827,9837,9839,9845,9852,9861,9864,9882,9884,9905,9927,9972,9979,9981,9982,9984,9986,9988,9995,9996,9998,10000,10017,10025,10037,10046,10048,10056,10058,10065,10086,10097,10111,10116,10118,10122,10123,10125,10126,10160
390	952,2918,3038,4415,4803,5431,5668,9899,9907,9920
391	5055,5056
392	5059
393	5060
394	5105,5106,6104,6225,7933,8057,9590
395	1097,1792,5108,5111,5160,5833,6814
396	4410,5109,5110
397	1184,1603,1604,2440,3107,5113,5114,6033
398	5146
399	3307,3985,4260,4877,5153,5157
400	1137,1839,1937,2456,4536,4537,4548,5191,5471,8357,8754,9225,9520
401	5212,5213,5214
402	1261,4433,4525,4690,5218,7458
403	5220
404	2144,4447,4933,4949,4958,4959,6861,8748,9945
405	2199,2313,3688,5237,6618,8336,8553,9105
406	5238,5240,5448,9388
407	323,402,554,557,2337,2611,2876,3639,4363,4468,4636,5051,5120,5241,5242,5743,7421,8830,9537,9933
408	1361,5244,8239,10089
409	452,596,597,625,634,801,818,1768,1824,1882,2123,2357,2827,2837,2932,3468,3485,3984,4470,4540,4622,4964,5050,5137,5157,5254,5263,5264,5265,5270,5553,5923,5966,6138,6612,6966,7180,7203,7619,7768,8853,9119,9487,9536,9627,9853,10041
410	5273
411	576,1177,1251,1831,2149,2718,4833,4858,5129,5292,5293,5365,5576,5580,5701,5936,6016,9439
412	5247,5296,5297,8342
413	127,333,670,722,766,795,920,921,966,975,1007,1144,1149,1183,1194,1201,1251,1292,1323,1447,1489,1715,1845,1853,1915,2174,2470,2680,2692,2843,2869,2940,3005,3146,3280,3316,3384,3608,3661,3779,3860,3935,3954,4002,4122,4155,4195,4199,4295,4436,4452,4464,4488,4577,4578,4579,4720,4742,4914,4963,4965,5189,5209,5219,5305,5367,5414,5472,5488,5555,5688,5811,5961,6053,6232,6283,6375,6762,6817,7202,7213,7252,7285,7505,7514,7589,7715,7754,8235,8382,8441,8647,8686,8693,9111,9247,9728,9877,9901,9992
414	3284,3753,5309,5310,7045,7163
415	3251,4348,4357,5327,5328,6569,7556,7836,8288
416	284,513,2099,3401,3492,5423,6549,8140,8571
417	413,594,620,1591,2624,2919,2920,3614,3903,4298,4419,4800,4830,4907,5347,6396,6641,6717,6841,7088,7512,8466,9807
418	841,5185
419	78,79,87,90,92,93,94,95,102,148,162,183,192,195,201,203,205,208,209,242,244,246,248,250,251,252,253,254,255,256,257,258,260,261,262,263,264,265,266,268,269,270,271,273,301,305,347,351,353,372,382,385,398,400,405,408,414,415,416,419,420,421,422,423,424,425,426,427,429,430,436,444,447,476,479,481,492,495,527,532,540,559,578,579,587,600,607,608,610,612,614,615,621,629,630,640,650,656,657,658,661,667,669,703,708,726,729,738,768,772,796,816,823,835,853,856,858,863,865,874,878,881,884,886,905,906,908,925,962,964,1004,1023,1051,1053,1057,1065,1077,1083,1087,1093,1108,1115,1116,1119,1125,1134,1153,1162,1168,1193,1221,1225,1246,1257,1267,1271,1273,1315,1331,1341,1343,1345,1346,1347,1349,1363,1368,1369,1372,1373,1376,1396,1428,1454,1460,1477,1479,1480,1484,1509,1512,1520,1538,1545,1546,1557,1559,1560,1562,1564,1566,1573,1583,1588,1607,1629,1630,1631,1633,1653,1655,1665,1678,1682,1683,1686,1690,1697,1707,1709,1711,1717,1730,1734,1749,1766,1773,1774,1785,1787,1796,1797,1798,1812,1814,1815,1817,1860,1865,1896,1900,1904,1911,1918,1928,1948,1959,1974,1980,1988,2014,2015,2016,2051,2100,2131,2132,2137,2152,2169,2218,2238,2243,2245,2246,2249,2261,2264,2276,2291,2303,2344,2367,2407,2423,2427,2432,2440,2443,2445,2474,2476,2503,2511,2521,2523,2524,2526,2529,2531,2534,2535,2566,2574,2587,2588,2591,2606,2625,2628,2630,2638,2648,2704,2709,2727,2729,2746,2765,2785,2786,2814,2833,2838,2856,2859,2865,2889,2897,2902,2907,2917,2925,2926,2927,2928,2935,2937,2943,2959,2964,2976,2979,3000,3014,3019,3020,3028,3031,3034,3039,3046,3050,3088,3105,3108,3109,3110,3111,3118,3129,3130,3131,3132,3134,3148,3149,3153,3158,3163,3165,3203,3231,3232,3234,3242,3243,3256,3258,3262,3269,3279,3292,3332,3338,3353,3374,3388,3396,3398,3404,3414,3417,3419,3424,3441,3458,3460,3463,3475,3482,3486,3493,3498,3508,3515,3516,3526,3531,3534,3548,3555,3560,3563,3564,3565,3575,3634,3636,3640,3648,3668,3676,3718,3720,3730,3741,3759,3770,3773,3781,3784,3808,3814,3816,3826,3832,3837,3845,3848,3849,3858,3862,3874,3878,3891,3900,3928,3943,3957,3970,4003,4005,4034,4049,4058,4061,4067,4073,4090,4098,4113,4117,4119,4120,4145,4146,4156,4160,4168,4191,4193,4203,4204,4206,4210,4215,4218,4219,4231,4232,4233,4256,4258,4276,4277,4302,4331,4334,4336,4337,4358,4359,4371,4374,4389,4390,4399,4402,4414,4430,4460,4476,4482,4489,4491,4493,4502,4516,4518,4524,4535,4549,4560,4562,4591,4593,4628,4648,4698,4699,4718,4754,4767,4774,4775,4779,4780,4785,4786,4788,4790,4791,4796,4797,4799,4806,4812,4891,4916,4945,4969,4980,4985,4987,5009,5014,5025,5067,5099,5102,5112,5119,5147,5152,5154,5171,5179,5181,5198,5199,5200,5255,5257,5269,5281,5288,5315,5318,5321,5326,5337,5339,5341,5343,5345,5348,5349,5350,5354,5357,5358,5373,5375,5399,5411,5425,5433,5473,5488,5500,5508,5509,5510,5512,5514,5516,5517,5519,5526,5535,5546,5552,5562,5564,5582,5588,5617,5623,5640,5661,5670,5677,5679,5700,5704,5721,5737,5751,5752,5763,5768,5776,5777,5782,5810,5851,5857,5868,5904,5907,5911,5915,5917,5920,5923,5928,5929,5941,5991,5997,6045,6057,6062,6068,6087,6099,6155,6162,6213,6216,6226,6239,6242,6248,6270,6271,6279,6287,6300,6321,6326,6331,6335,6336,6339,6344,6349,6350,6351,6365,6373,6403,6404,6405,6406,6407,6408,6415,6424,6440,6445,6461,6463,6486,6488,6500,6503,6517,6530,6534,6543,6620,6642,6667,6674,6682,6686,6687,6688,6689,6690,6691,6692,6693,6694,6695,6708,6771,6774,6776,6779,6786,6798,6804,6812,6826,6855,6857,6871,6872,6900,6901,6920,6923,6926,6927,6929,6948,6961,6983,6988,6992,7004,7009,7022,7083,7089,7124,7139,7168,7177,7178,7200,7208,7215,7231,7236,7257,7264,7278,7299,7302,7303,7304,7305,7306,7307,7308,7309,7310,7311,7312,7313,7314,7317,7321,7335,7339,7380,7395,7401,7418,7446,7509,7510,7518,7520,7523,7524,7531,7532,7533,7534,7535,7536,7541,7546,7551,7562,7565,7632,7633,7639,7670,7684,7693,7694,7696,7698,7706,7723,7746,7777,7788,7794,7798,7800,7820,7827,7839,7850,7863,7872,7913,7920,7927,7939,7942,7982,7984,7987,7996,8021,8057,8061,8073,8075,8136,8162,8171,8179,8181,8198,8202,8211,8230,8237,8260,8271,8272,8273,8289,8306,8313,8317,8321,8328,8337,8360,8375,8402,8417,8420,8421,8422,8452,8461,8483,8488,8494,8498,8501,8509,8527,8535,8554,8639,8644,8648,8653,8664,8676,8678,8681,8721,8725,8728,8736,8753,8779,8793,8794,8804,8806,8825,8843,8851,8868,8884,8885,8886,8888,8893,8898,8900,8902,8909,8930,8936,8948,8950,8963,8992,8996,9017,9033,9051,9055,9056,9069,9077,9080,9122,9127,9128,9138,9142,9157,9189,9201,9227,9253,9256,9257,9258,9275,9286,9289,9307,9308,9323,9324,9325,9348,9364,9368,9375,9377,9415,9416,9417,9419,9421,9423,9426,9428,9430,9432,9434,9450,9452,9462,9464,9470,9474,9477,9492,9500,9507,9508,9509,9517,9532,9533,9545,9549,9557,9570,9578,9593,9608,9623,9636,9643,9654,9664,9676,9699,9704,9715,9716,9736,9743,9750,9751,9753,9773,9798,9802,9809,9811,9824,9838,9841,9843,9844,9851,9865,9869,9875,9883,9897,9925,9926,9935,9938,9944,9964,9980,9983,9985,9987,9999,10009,10016,10026,10036,10045,10050,10057,10059,10072,10096,10112,10117,10124,10127,10159
420	5359,10064
421	1693,2125,2159,3694,3968,5317,5362,5363,5364,5876,6821,7348,8039,9612,9848
422	995,2255,5149,5409,7451
423	5376,8175
424	5378,5379,5380
425	118,146,5381,7434
426	5382
427	65,5396
428	2766,4576,5478,5830,6658,7441
429	5430
430	552,2228,3056,3729,3731,3830,4618,4982,5311,5890,6409,6410,6628,6633,7025,8302
431	5445
432	1625,3934,4177,4418,5189,5208,5436,5460,5461,5463,5464,5597,5668,7001,7779,7791,9092,9585,9695,9898,9991
433	294,883,1619,2644,3362,3485,4356,4398,4401,4477,4528,5189,5480,5482,5483,5707,5967,6200,6202,6411,6980,8322,8323,8375,9066
434	2515,2532,2977,4571,4633,5314,5760,7707,9658
435	5543,5544,5545,8350
436	659,3650,5550,5840,5978,6705,6835
437	654,793,1123,1311,2636,3324,3470,3471,3488,3601,3685,3686,4597,4601,5018,5019,5189,5558,5559,5560,5561,6169,6312,6366,8251,8294,8349,8673,9473,9667,9835
438	5579
439	4290,5626,5627,5628
440	3663,5507,5633,5635,5638,5648,7086
441	5634
442	6043
443	4936,5656,5657
444	2029,5668
445	4483,5673,5674,8057
446	212,1110,4540,4557,4997,5716,5717,6140,9484
447	442,498,1550,2097,2673,2830,4567,4827,5197,5216,5744,5745,5746,6669,6940,8507,10142,10143
448	5770,5771,5772
449	5792
450	5796
451	1145,4712,5803,5804,5805,8012
452	2498,5815,6161
453	5818
454	5841
455	6767,9769
456	5792,5861,5862,5863,5864,5865,9695
457	833,1313,1728,3010,3305,3798,3866,3991,5866,5867,6567,7327,7581,8141,8542
458	331,2893,4084,5034,5038,6564
459	116,221,233,1692,2457,2468,3284,3973,3976,4471,4492,4540,5130,5445,5611,7864,7865,8989
460	5875,9369,9385,9386
461	642,1185,2734,3596,5243,5874,8252,10113
462	5886
463	8384
464	298,1894,2110,2608,4934,5931,5974
465	5933
466	2690,5948,6649,6951,8741,8925
467	3691,5289,5841,8567,8944
468	5290
469	204,465,1283,2194,4553,4596,5695,5970,5971,7035,7424,7709,7802,8813,9078,9911
470	6015
471	6018
472	189,1085,1194,1535,2796,2806,2911,2989,3012,3067,3284,3843,4400,4508,4540,4863,4964,5669,6773,7714,7784,7801,8275,8476,9234,9919,9991
473	633,3291,3626,4379,6029,7071,7689,9060
474	332,6030,6031,6032
475	2489,6034,6036
476	4413,6049,8346
477	1062,1379,1388,1861,5780,6051,6055,6056,6187,7201,8129,9885
478	6059
479	6064
480	6076
481	485,724,828,829,830,1627,2651,3205,3316,3710,4585,4867,4868,4925,5479,6089,6090,6091,7249,7830,8207,8208,8865,8866,9330,9695,10020
482	6093
483	571,748,781,5953,6098,6101,6102,9745
484	1584,2331,2544,3186,3454,4044,4293,4299,4306,4341,4744,4871,5361,5639,5643,5646,6079,6105,6752,8225,8227,8228,9660
485	6124
486	566,1360,1664,1971,3169,4339,5894,6136,6137,6184,7031,9032,9646
487	1351,2464,4463,5389
488	2091,2642,3455,3745,5020,5133,6139
489	199,535,691,786,806,1049,1234,1393,1663,1867,2048,2123,2672,3953,4018,4141,4859,4976,5595,5596,5932,6141,6144,6145,6146,6147,6197,6475,6884,7365,7388,7578,8245,8261,8757,8814,8815,8816,9159,9407,9573,9584
490	434,756,1589,1702,1962,2791,4362,5144,5238,5387,5713,6430,6813,6939,8049
491	979,1999,3335,4604,4839,4974,6133,6157,6614,6685,6889,9259,9260,9261,10150,10151,10152
492	3972,4268
493	652,4234,6219,7710,9355
494	1356,1924,2372,7118,7973
495	320,3889,3890
496	210,697,1685,1898,2120,3631,4446,4885,5769,5991,6193,6975,7399,9265,9902
497	875,2154,2686,3268,3372,4321,5625,6060,8432,8693,9053
498	318,5333,6194
499	6205
500	682,720,824,1326,1923,1996,2164,2358,2395,2396,2583,2751,2759,3042,3190,3431,3713,4020,4054,4095,4173,5279,5832,6075,6193,6208,6209,6496,6560,6679,7114,7186,7187,7188,7293,7621,7678,8251,8253,8276,8334,8398,8731,8776,8790,8824,9349,9354,9410,9644,9853,10075,10084,10098,10099
501	6222,8413
502	6244
503	1033,9755
504	311,458,671,1906,2237,2473,2570,5227,6082,6256,6257,6258,6259,7359,8332,9082,9154,9595,9675
505	6275
506	303,359,360,826,1146,1387,2466,2737,3867,5825,6212,6277,6278,6280,6281,6282,6361,6508,7082,7316,7491,7642,7922,8299,8397,8446,8710,9390,9486,9542,9780,10120
507	798,1587,2794,4294,4308,4474,4729,5001,5186,6675,6895,7414
508	368,735,2425,3752,4001,4267,4433,5134,6293,6294,6295,6296,6297,6298,6996,8657,9276,9818,9819,10029
509	2693,6306,6307,6308,9571
510	2297,2599,6327,8994,9271
511	974,3206,3207,3208,3209,6328,9270,10144
512	805,6330,8391,9906
513	333,1625,2042,2294,2341,3749,4081,4330,4396,6337,7144,8224,9130
514	6341
515	82,84,2350,2351,2352,2354,2355,2356,6345,6346,9403
516	655,956,957,1094,2572,3751,4375,4501,5189,6369,6370,9868
517	2121,3869,6372,6373,6700,7737
518	2520,5841,6376,6562,6651,7032,7097,8695,9344,9892
519	1020,4208,4221,6753,9613,9792,10105
520	73,123,689,1295,1688,1922,2053,2076,2607,2641,2970,3015,3817,3839,3927,4165,4728,5207,5652,5762,6383,6384,6385,6386,7024,7223,7849,8480,9493,9877,9991,10055
521	6446,6447,6659,9482,9908
522	8566
523	6454
524	1531,6466,6467,6470
525	506,5040,5814,6831,8415
526	441,529,580,1619,2075,2206,2592,2657,2724,2725,2947,3238,3400,3732,4497,4506,4517,4520,4620,4875,4882,5322,5331,5372,6325,6355,6511,6512,7390,7503,9058
527	3778,5277,5428,5462,5637,6389,6521,6523,6524,6525,6526,6660,7189,7419,8020,8046,8081,8406
528	3025,6188,6535,6536,9406
529	388,706,897,1775,2267,2333,2669,3343,3562,3888,3993,5079,5972,6575,6975,7912,8155,8699,8940,9013
530	7158
531	1138,5845,6562,6571,6572,6573,6582,7469
532	6579
533	1869,2635,3042,5501,6586,6589,6590,8371
534	48,107,110,239,240,245,363,364,365,366,522,563,585,598,601,605,609,618,619,631,776,792,837,838,1086,1097,1129,1197,1202,1417,1523,1524,1601,1635,1819,1829,1853,1917,1967,1969,1985,2009,2010,2011,2104,2155,2392,2505,2614,2615,2632,2633,2688,2707,2846,2864,2866,2899,2923,2964,3259,3265,3284,3298,3317,3331,3347,3365,3408,3436,3558,3566,3672,3705,3841,4042,4062,4088,4135,4151,4167,4180,4266,4275,4297,4428,4461,4651,4653,4778,4851,4914,5022,5030,5034,5075,5167,5172,5173,5189,5225,5258,5427,5492,5493,5572,5573,5577,5675,5711,5797,5854,5909,6071,6097,6286,6309,6340,6469,6593,6594,6595,6596,6597,6598,6599,6600,6601,6602,6964,7048,7099,7161,7258,7374,7454,7488,7631,7785,7787,7825,7866,7938,8102,8251,8428,8722,8743,8801,8987,9054,9084,9296,9297,9319,9525,9765,9776,9823,10145,10153
535	285,2359,3443,4312,5034,6541,6605,9546
536	1107,1795,1926,3600,3819,4162,4927,4948,5588,5651,5896,6581,6627,6631,7193,8568,8797,9106,9522,9605,9829
537	1625,1651,1767,1822,1890,2332,2429,2569,2723,3244,4333,4437,5034,5151,5194,5407,5707,6001,6391,6483,6626,6634,6635,6636,6847,6849,6898,7173,7530,8040,8079,8132,8197,8508,8747
538	59,1660,5755,5848,5982,6429,7942,8774,9137
539	4897,5283,6028,6648,7648,8477
540	550,551,895,896,1017,1018,1175,1178,1592,2054,2055,2282,2283,2320,2321,2677,2680,2720,2721,2798,2799,3001,3003,3883,3884,3893,4180,4181,4767,4769,5092,5093,5190,5204,5657,5658,6001,6002,6082,6083,6095,6096,6141,6142,6608,6609,7388,7389,7444,7552,8266,8761,8762,9480,9481,9523,9524,9538,9540,9582,9583,10001
541	6290,6724
542	3811,6727,7162,7932
543	379,1295,1326,1381,1382,1391,1614,1668,2135,2757,2772,2969,3057,3155,3786,4251,4576,4902,4968,5206,5826,6421,6660,6735,6736,6796,6797,6903,6922,7244,7291,7566,7789,7869,8170,8261,8876,8910,9512,9513,9777,10108
544	6746
545	219,4469,4960,6656,6750,6751,7014,7109,7371
546	6754
547	2329,3568,6755,8434,9626
548	3067,5947,6485,6757,6758,7276
549	6037,6761,7674
550	961,1593,4326,6588,6710,8644,8742,10088
551	5005,6765,6766,7293
552	6802,6803
553	1627,1767,2191,2542,2844,2875,3320,3844,4610,4654,5107,5647,5816,6439,7388,7548,7702,7801,8055,8353,9092
554	139,509,1321,1658,2000,3341,4198,6810,6850,7406
555	6835
556	1972,3210,6836,6837,6838,7687
557	6846,9192
558	1249,4281,5201,6625,6769,6851,8838,9363
559	371,435,489,1061,1269,1556,1634,2404,2568,3306,3750,3767,4962,4975,5221,5588,5976,6356,6646,6830,6864,6865,7355,7604,7760,8659,8908,9341,9712,9713,9714
560	3588,3939,6867,6868,6869,6870
561	155,838,1159,1245,1260,1533,1534,1783,2348,2374,2382,2702,4408,4634,4661,4973,6221,6315,6862,6886,7426,7427,7448,7621,8810,9274,9577
562	665,754,1177,1254,1659,1788,2381,2386,2420,2478,3592,3738,4287,4603,5334,5574,5899,6578,6638,6887,6892,7327,8279,8546,8769,8927,9228,10092,10148
563	128,759,2260,2562,2736,2951,3061,3699,3966,3974,4417,4611,5432,6646,6852,6904,6905,6906,8998,9662
564	3106,5612,6907,7875,9268
565	2047,2248,5442,5977,5985,5986,6094,6916,6917,6918,7211,7415,7439,7580,8392,8464,9414,9582
566	6715
567	376,894,951,1177,1677,1767,2491,2596,3296,5042,5116,5408,6545,6652,6919,7770,7852,8408,8698,8701,8718,9012,9720
568	108,1555,1744,4140,4142,4143,6930,6932,6933,6934,6936,6937,6938,7115,7225,7585
569	71,289,1179,1410,3266,3854,4109,4186,5123,5366,5532,5665,6644,6941,6944,6945,6946,9048,9749
570	1626,4490,5754,6981,6982,7882,8013
571	322,675,676,982,983,1687,1853,2241,2448,3125,3284,3776,4364,4433,4542,5076,5303,5488,5691,5809,6432,6990,6991,7774,7803,8079,8354,8356,8734,9693,9701,9901,10071
572	2236,3461,3490,4709,5159,5629,6995,6998,9554,10015
573	486,2126,2328,3679,5002,6498,7013,9650
574	7042
575	7457,9445,9951
576	1848,2891,3616,4288,6900,7054,7362,7683,8424
577	1298,3030,3985,6910,7056,7057,7108
578	3661,5236,5801,5811,5824,7044,8418,8493,9396,9411
579	1459,1496,2158,3435,4687,5730,7063,7064,7065,7066,7943,8478,9397
580	794,3877,5954,7098,7100,7102,7103,9891
581	500,3644,5246,7105
582	7116
583	4360,6158,7122
584	3340,7144,7150
585	976,3186,3926,4054,4083,5377,5646,5706,6972,7154,7155,7423,8724,9962,10121
586	7159,7160
587	901,1130,1151,1689,1901,2731,2749,2966,3063,3465,3550,3558,3583,4545,4821,4849,4959,5206,5470,5852,6165,7621,7804,7862,8375,9140,9182,9338,9342,9418,10074,10106,10107
588	9740
589	1914,2325,3215,5458,7164,7166
590	2709,5410,8347
591	1634
592	312,2082,5504
593	1322,2479,4866,4992,5006,5390,6085,7192,7260,7430,8151,9103
594	7194
595	224,344,345,2467,3058,3187,3868,3969,5451,7085,7195,9079,9406,9543,9650
596	1895,7606,7673
597	1726,1727,3708,4272,7198,7338,7341
598	7205,8491
599	7126,8365
600	193,277,542,550,750,2073,2293,2402,2403,2867,3312,3383,3405,3594,3846,4678,4767,4901,5149,5312,5313,5694,6132,6913,6925,6958,7077,7221,7222,7224,7398,7942,8018,8200,8405,9451,9516,9829
601	7228
602	764,847,1233,1804,3656,3835,4526,5393,6041,6082,6665,7150,7238,7290,7719,8127,8253,8739,9437,9531,9785,9816
603	2072,6760
604	80,138,900,978,1394,1659,2123,2296,2323,2336,2388,3391,4051,5388,5837,5894,5932,6110,6151,6207,6580,6863,6957,7217,7250,7251,7404,7759,8333,8714,8798,8834,9099,9242,9269,9380,9849,9853,9968
605	7282,7283
