district,schoolName,schoolAddress,medianResult,unit,lead,status,city,county,latitude,longitude
Santa Barbara Unified,Adams Elementary,2701 Las Positas Road Santa Barbara CA 93105-3739,NA,NA,NA,not tested,Santa Barbara,Santa Barbara County,34.432635,-119.734456
Santa Barbara Unified,Adams Elementary School,"2701 Las Positas Rd, Santa Barbara, CA 93105",NA,NA,NA,exempt,Santa Barbara,Santa Barbara County,34.432635,-119.734456
Santa Barbara Unified,Adelante Charter,1102 East Yanonali Street Santa Barbara CA 93103-3167,NA,NA,NA,not tested,Santa Barbara,Santa Barbara County,34.4253495,-119.6793705
Orcutt Union Elementary,Alice Shaw Elementary,759 Dahlia Place Santa Maria CA 93455-2931,NA,NA,FALSE,tested,NA,Santa Barbara County,34.8889583596503,-120.426051057142
Carpinteria Unified,Aliso Elementary,4545 Carpinteria Avenue Carpinteria CA 93013-1811,NA,NA,NA,not tested,Carpinteria,Santa Barbara County,34.401226,-119.526644
Santa Barbara Unified,Alta Vista Alternative High,215 East Ortega St Santa Barbara CA 93101-1661,NA,NA,NA,not tested,Santa Barbara,Santa Barbara County,34.4210731428571,-119.695609571429
Santa Maria-Bonita,Alvin Elementary,301 East Alvin Avenue Santa Maria CA 93454-3703,NA,NA,FALSE,tested,Santa Maria,Santa Barbara County,34.9610525,-120.43294599857
Santa Maria-Bonita,Arellanes (Don Juan Bautista) Elementary,1890 Sandalwood Drive Santa Maria CA 93455-2846,NA,NA,FALSE,tested,NA,Santa Barbara County,34.8951542438499,-120.48073551832
Santa Maria-Bonita,Arellanes Junior High,1890 Sandalwood Drive Santa Maria CA 93455-2846,NA,NA,NA,not tested,NA,Santa Barbara County,34.8951542438499,-120.48073551832
Lompoc Unified,Arthur Hapgood Elementary,324 South A Street Lompoc CA 93438-8000,NA,NA,FALSE,tested,Lompoc,Santa Barbara County,34.634507377551,-120.449225010204
Santa Maria-Bonita,Battles (Washington) Elementary,605 East Battles Road Santa Maria CA 93454-7211,NA,NA,FALSE,tested,Santa Maria,Santa Barbara County,34.9314820612155,-120.428629003864
Blochman Union Elementary,Benjamin Foxen Elementary,4949 Foxen Canyon Rd. Santa Maria CA 93454-9666,NA,NA,FALSE,tested,NA,Santa Barbara County,34.923294,-120.365326
Goleta Union Elementary,Brandon Elementary,195 Brandon Drive Goleta CA 93117-1036,NA,NA,FALSE,tested,NA,Santa Barbara County,34.438716,-119.893538
Santa Maria-Bonita,Bruce (Robert) Elementary,601 West Alvin Avenue Santa Maria CA 93458-3012,NA,NA,FALSE,tested,Santa Maria,Santa Barbara County,34.9614031,-120.442883903974
Carpinteria Unified,Canalino Elementary,1480 Linden Ave. Carpinteria CA 93013-1414,NA,NA,NA,not tested,Carpinteria,Santa Barbara County,34.4045892608696,-119.515742043478
Carpinteria Unified,Carpinteria Family,1480 Linden Avenue Carpinteria CA 93013-1414,NA,NA,NA,not tested,Carpinteria,Santa Barbara County,34.4045892608696,-119.515742043478
Carpinteria Unified,Carpinteria Middle,5351 Carpinteria Avenue Carpinteria CA 93013-2101,NA,NA,NA,not tested,Carpinteria,Santa Barbara County,34.396138,-119.515725
Carpinteria Unified,Carpinteria Senior High,4810 Foothill Road Carpinteria CA 93013-3084,NA,NA,NA,not tested,Carpinteria,Santa Barbara County,34.411245,-119.516852
Lompoc Unified,Clarence Ruth Elementary,501 North W Street Lompoc CA 93436-5006,NA,NA,FALSE,tested,Lompoc,Santa Barbara County,34.64702,-120.476586
Santa Barbara Unified,Cleveland Elementary,123 Alameda Padre Serra Santa Barbara CA 93103-2899,NA,NA,NA,not tested,Santa Barbara,Santa Barbara County,34.428944,-119.671896
Santa Barbara Unified,Cleveland Elementary School,"123 Alameda Padre Serra, Santa Barbara, CA 93103",NA,NA,NA,exempt,Santa Barbara,Santa Barbara County,34.428944,-119.671896
Cold Spring Elementary,Cold Spring Elementary,2243 Sycamore Canyon Road Santa Barbara CA 93108-1909,NA,NA,NA,not tested,Santa Barbara,Santa Barbara County,34.4415776892734,-119.663065228753
College Elementary,College Elementary,3525 Pine St. Santa Ynez CA 93460-9425,NA,NA,FALSE,tested,NA,Santa Barbara County,34.615702,-120.08251475
Santa Barbara Unified,Dos Pueblos High School,"7266 Alameda Ave, Goleta, CA 93117",NA,NA,NA,exempt,NA,Santa Barbara County,34.4387449,-119.877513717822
Santa Barbara Unified,Dos Pueblos Senior High,7266 Alameda Avenue Goleta CA 93117-1351,NA,NA,NA,not tested,NA,Santa Barbara County,34.4387449,-119.877513717822
Santa Barbara County Office of Education,Dos Puertas School Juvenile Court School Santa Maria,4263 California Blvd Santa Maria CA 93455,NA,NA,NA,not tested,Santa Maria,Santa Barbara County,34.8809298401803,-120.445778352663
Lompoc Unified,El Camino Adult Education,320 North J Street Lompoc CA 93436,NA,NA,FALSE,tested,Lompoc,Santa Barbara County,34.6434506122449,-120.460331673469
Goleta Union Elementary,El Camino Elementary,5020 San Simeon Drive Santa Barbara CA 93111-2129,NA,NA,FALSE,tested,NA,Santa Barbara County,34.440285,-119.796526
Goleta Union Elementary,Ellwood Elementary,7686 Hollister Avenue Goleta CA 93117-2439,7.6,ppb,TRUE,tested,NA,Santa Barbara County,34.4306371,-119.896176139368
Santa Maria Joint Union High,Ernest Righetti High,941 East Foster Road Santa Maria CA 93455-3318,NA,NA,NA,not tested,NA,Santa Barbara County,34.8831976,-120.421168
Santa Maria-Bonita,Fesler (Isaac) Junior High,1100 East Fesler Street Santa Maria CA 93454-4611,NA,NA,FALSE,tested,Santa Maria,Santa Barbara County,34.956393,-120.418817
Goleta Union Elementary,Foothill Elementary,711 Ribera Drive Santa Barbara CA 93111-1808,6.1,ppb,TRUE,tested,NA,Santa Barbara County,34.450589,-119.801037
Santa Barbara Unified,Franklin Elementary,1111 East Mason Street Santa Barbara CA 93103-2723,NA,NA,NA,not tested,Santa Barbara,Santa Barbara County,34.4252841,-119.6775134
Santa Barbara Unified,Franklin Elementary School,"1111 E Mason St, Santa Barbara, CA 93103",NA,NA,NA,exempt,Santa Barbara,Santa Barbara County,34.4252841,-119.6775134
Santa Barbara Unified,Goleta Valley Jr.High School,"6100 Stow Canyon Rd, Goleta, CA 93117",NA,NA,NA,exempt,NA,Santa Barbara County,34.450138,-119.835207
Santa Barbara Unified,Goleta Valley Junior High,6100 Stow Canyon Rd Goleta CA 93117-1705,NA,NA,NA,not tested,NA,Santa Barbara County,34.450138,-119.835207
