district,schoolName,schoolAddress,medianResult,unit,lead,status,city,county,latitude,longitude
Calaveras County Office of Education,Calaveras County Office of Education Mountain Oaks Satellite Cammpus,518 South Washington St Sonora CA 95370,NA,NA,FALSE,tested,Sonora,Tuolumne County,37.9781841,-120.381025764144
Columbia Union,Columbia Elementary,22540 Parrotts Ferry Road Columbia CA 95310-9757,5.4,ppb,TRUE,tested,NA,Tuolumne County,38.038544,-120.404493
Summerville Union High,Connections Visual and Performing Arts Academy,17555 Tuolumne Road Tuolumne CA 95379-9701,NA,NA,NA,not tested,NA,Tuolumne County,37.9614283,-120.255300862139
Summerville Union High,Gold Rush Charter,16331 Hidden Valley Road Sonora CA 95370-9228,NA,NA,NA,not tested,NA,Tuolumne County,38.0098253,-120.282966148768
Summerville Union High,Long Barn High,25910 Long Barn Road Long Barn CA 95335,NA,NA,FALSE,tested,NA,Tuolumne County,38.092248,-120.134275
Private,Mother Lode Christian School,18393 Gardner Avenue Tuolumne CA 95379,NA,NA,FALSE,tested,NA,Tuolumne County,37.9641858979592,-120.237588408163
Summerville Union High,Mountain High,2 Pinecrest School Road Pinecrest CA 95364,NA,NA,NA,not tested,NA,Tuolumne County,38.184157,-120.005543
Sonora Elementary,Sonora Elementary,830 Greenley Road Sonora CA 95370-5203,NA,NA,NA,not tested,Sonora,Tuolumne County,37.9802783,-120.370060482688
Sonora Union High,Sonora High,430 North Washington Street Sonora CA 95370-5526,NA,NA,NA,not tested,Sonora,Tuolumne County,37.9913856,-120.386520081254
Soulsbyville Elementary,Soulsbyville Elementary,20300 Soulsbyville Road Soulsbyville CA 95372-9792,NA,NA,FALSE,tested,NA,Tuolumne County,37.99013225,-120.264878630683
Sonora Elementary,Spring Field Community Day,22540 Parrotts Ferry Rd Columbia CA 95310-9757,NA,NA,NA,not tested,NA,Tuolumne County,38.038544,-120.404493
Summerville Elementary,Summerville Elementary,18451 Carter Street Tuolumne CA 95379-9715,6.5,ppb,TRUE,tested,NA,Tuolumne County,37.9580627142857,-120.236151020408
Summerville Union High,Summerville High,17555 Tuolumne Rd. Tuolumne CA 95379-9701,NA,NA,FALSE,tested,NA,Tuolumne County,37.9614283,-120.255300862139
Big Oak Flat-Groveland Unified,Tioga High,19304 Ferretti Road Groveland CA 95321-9338,NA,NA,FALSE,tested,NA,Tuolumne County,37.8653607273718,-120.223862322736
Tuolumne County Superintendent of Schools,Tuolumne County Community/ISP,175 South Fairview Ln. Sonora CA 95370-4809,NA,NA,NA,not tested,Sonora,Tuolumne County,37.9794680331816,-120.391968021334
Tuolomne County Superintendent of Schools,Tuolumne County Superintendent of Schools Transitional Program Building,13895 Mono Way #B Sonora CA 95370,NA,NA,FALSE,tested,NA,Tuolumne County,37.9780851296165,-120.340080577701
Sonora Elementary,Tuolumne Learning Center (TLC),610 South Washington St Sonora CA 95370,NA,NA,FALSE,tested,Sonora,Tuolumne County,37.9767534,-120.3804592
Twain Harte,Twain Harte,18815 Manzanita Drive Twain Harte CA 95383-9515,NA,NA,FALSE,tested,NA,Tuolumne County,38.04006265,-120.227731591961
