district,schoolName,schoolAddress,medianResult,unit,lead,status,city,county,latitude,longitude
Earlimart Elementary,Alila,850 West Washington Avenue Earlimart CA 93219,NA,NA,NA,not tested,NA,Tulare County,35.8835835,-119.2761533
Allensworth Elementary,Allensworth Elementary,3320 Young Road Allensworth CA 93219-9709,NA,NA,NA,not tested,NA,Tulare County,35.8633851,-119.392497239948
Tulare City,Alpine Vista,2975 East Alpine Avenue Tulare CA 93274-4265,NA,NA,FALSE,tested,NA,Tulare County,36.2021404,-119.3210555
Alta Vista Elementary,Alta Vista Elementary,2293 East Crabtree Avenue Porterville CA 93257-5225,NA,NA,FALSE,tested,,Tulare County,36.057736,-118.965316363231
Visalia Unified,Annie R. Mitchell,2121 East Laura Avenue Visalia CA 93292-1407,NA,NA,FALSE,tested,Visalia,Tulare County,36.3100941,-119.268252273931
Porterville Unified,Bartlett Middle,335 North G Street Porterville CA 93257-3471,7.6,ppb,TRUE,tested,Porterville,Tulare County,36.0719708344948,-119.022619839544
Porterville Unified,Belleview Elementary,197 West Belleview Avenue Porterville CA 93257-2256,NA,NA,FALSE,tested,Porterville,Tulare County,36.0739459,-119.020913816009
Woodlake Unified,Bravo Lake High,450 West Sequoia Woodlake CA 93286-1240,NA,NA,NA,not tested,Woodlake,Tulare County,36.4223224967836,-119.093657353805
Burton Elementary,Burton Middle,1155 North Elderwood Street Porterville CA 93257-9089,5.6,ppb,TRUE,tested,Porterville,Tulare County,36.0852832,-119.076495367924
Porterville Unified,Butterfield Charter High,900 West Pioneer Avenue Porterville CA 93257-1240,NA,NA,FALSE,tested,Porterville,Tulare County,36.0922053,-119.037692
Terra Bella Union Elementary,Carl Smith Middle,23825 Avenue 92 Terra Bella CA 93270-9400,NA,NA,NA,not tested,NA,Tulare County,35.95421945,-119.03909182315
Woodlake Unified,Castle Rock Elementary,360 North Castle Rock Street Woodlake CA 93286-1250,NA,NA,NA,not tested,Woodlake,Tulare County,36.4184964169126,-119.089767270309
Visalia Unified,Charter Home School Academy,211 West Tulare Avenue Visalia CA 93277-4813,NA,NA,FALSE,tested,Visalia,Tulare County,36.3200420877193,-119.294200596491
Tulare City,Cherry Avenue Middle,540 North Cherry Street Tulare CA 93274-2918,NA,NA,FALSE,tested,NA,Tulare County,36.2155173,-119.336171173451
Porterville Unified,Citrus High,261 East Mulberry Avenue Porterville CA 93257-4822,7.2,ppb,TRUE,tested,Porterville,Tulare County,36.0828483,-119.011503357185
Visalia Unified,Cottonwood Creek Elementary,4222 South Dans Street Visalia CA 93277-7964,NA,NA,FALSE,tested,Visalia,Tulare County,36.2925929,-119.324794199659
