district,schoolName,schoolAddress,medianResult,unit,lead,status,city,county,latitude,longitude
Madera Unified,Alpha Elementary,900 Stadium Road Madera CA 93637-5700,NA,NA,NA,not tested,Madera,Madera County,36.9501163,-120.0650894
Madera Unified,Berenda Elementary,26820 Club Drive Madera CA 93638-2725,NA,NA,FALSE,tested,NA,Madera County,37.0245653427439,-120.057002365513
Madera Unified,Cesar Chavez Elementary,2600 East Pecan Madera CA 93638-6042,NA,NA,FALSE,tested,NA,Madera County,36.938319,-120.13759400000001
Chowchilla Union High,Chowchilla Union High,805 Humboldt Avenue Chowchilla CA 93610-3117,NA,NA,NA,not tested,Chowchilla,Madera County,37.1158772795734,-120.263249111183
Private,Crossroads Christian School,17755 Road 26 Madera CA 93638,NA,NA,FALSE,tested,Madera,Madera County,37.0399816,-120.0744516
Madera Unified,Eastin Arcola,29551 Avenue 8 Madera CA 93637-8508,NA,NA,FALSE,tested,NA,Madera County,36.86594,-120.009305397541
Madera Unified,Furman (Duane E.) High (Independent Study Program),955 West Pecan Avenue Madera CA 93637-6168,NA,NA,NA,not tested,Madera,Madera County,36.9383331,-120.0831199
Madera Unified,George Washington Elementary,509 South Street Madera CA 93638-2401,NA,NA,NA,not tested,NA,Madera County,37.2121031,-119.9080781
Madera Unified,Jack G. Desmond Middle,26490 Martin Street Madera CA 93638-0833,NA,NA,NA,not tested,NA,Madera County,36.9926448195353,-120.073926575558
Madera Unified,James Madison Elementary,109 Stadium Road Madera CA 93637-5389,NA,NA,NA,not tested,Madera,Madera County,36.9503387071695,-120.064971
Madera Unified,James Monroe Elementary,1819 North Lake Street Madera CA 93638-1640,NA,NA,NA,not tested,Madera,Madera County,36.9831929183673,-120.056064
Madera Unified,John Adams Elementary,1822 National Avenue Madera CA 93637-4344,NA,NA,NA,not tested,Madera,Madera County,36.9581916060189,-120.080534983786
Madera Unified,Lincoln Elementary,650 Liberty Lane Madera CA 93637-2687,NA,NA,NA,not tested,Madera,Madera County,36.962651,-120.103583
Madera Unified,Madera Adult,955 West Pecan Avenue Madera CA 93637-6206,NA,NA,NA,not tested,Madera,Madera County,36.9383331,-120.0831199
Madera Unified,Madera High,200 South L Street Madera CA 93637-4650,NA,NA,NA,not tested,Madera,Madera County,36.955101,-120.064993
Madera Unified,Madera South High,755 West Pecan Avenue Madera CA 93637,NA,NA,NA,not tested,Madera,Madera County,36.9383331,-120.0831199
Madera Unified,Martin Luther King Jr. Middle,601 Lilly Street Madera CA 93638-3903,NA,NA,NA,not tested,Madera,Madera County,36.964288,-120.047144
Chowchilla Elementary,Merle L. Fuller Elementary,1101 Monterey Avenue Chowchilla CA 93610-0907,NA,NA,FALSE,tested,Chowchilla,Madera County,37.118941,-120.272079
Madera Unified,Millview Elementary,1609 Clinton Street Madera CA 93638-1901,NA,NA,NA,not tested,Madera,Madera County,36.9709392727273,-120.040402766234
Madera Unified,Mountain Vista Educational Center,955 West Pecan Avenue Madera CA 93637-6168,NA,NA,NA,not tested,Madera,Madera County,36.9383331,-120.0831199
Madera Unified,Nishimoto Elementary,26460 Martin Street Madera CA 93638-0833,NA,NA,NA,not tested,NA,Madera County,36.9926366427925,-120.073279983902
Bass Lake Joint Union Elementary,Oak Creek Intermediate,40094 Indian Springs Road Oakhurst CA 93644-9570,NA,NA,NA,not tested,NA,Madera County,37.3311729583497,-119.639284
Bass Lake Joint Union Elementary,Oakhurst Elementary,49495 Road 427 Oakhurst CA 93644-0395,NA,NA,NA,not tested,NA,Madera County,37.3281906956398,-119.647087565281
Madera Unified,Parkwood Elementary,1150 East Pecan Avenue Madera CA 93637-6256,NA,NA,NA,not tested,Madera,Madera County,36.9382951,-120.0512841
Raymond-Knowles Union Elementary,Raymond-Knowles Elementary,31828 Road 600 Raymond CA 93653-0047,NA,NA,FALSE,tested,NA,Madera County,37.2107250324464,-119.907849599047
Chowchilla Elementary,Ronald Reagan Elementary,2200 South Lake Tahoe Drive Chowchilla CA 93610-7402,NA,NA,FALSE,tested,Chowchilla,Madera County,37.1296838,-120.2409141
Madera Unified,Sherman Thomas Charter,101 West Adell Street Madera CA 93638-0877,NA,NA,NA,not tested,Madera,Madera County,36.9828523,-120.0701033
Madera Unified,Sherman Thomas Charter High,26303 Adell Street Madera CA 93638-0835,NA,NA,NA,not tested,Madera,Madera County,36.9843068,-120.039706
Chowchilla Elementary,Stephens Elementary,355 North 5th Street Chowchilla CA 93610-0907,NA,NA,FALSE,tested,Chowchilla,Madera County,37.1225578192492,-120.265047551067
Madera Unified,Thomas Jefferson Middle,1407 Sunset Avenue Madera CA 93637-2901,NA,NA,NA,not tested,Madera,Madera County,36.960201770479,-120.076175367728
Golden Valley Unified,Webster Elementary,36477 Ruth Avenue Madera CA 93636-8512,6.2,ppb,TRUE,tested,NA,Madera County,36.929789,-119.890989
Chowchilla Elementary,Wilson Middle,1209 Robertson Boulevard Chowchilla CA 93610-0907,NA,NA,FALSE,tested,Chowchilla,Madera County,37.1161387121747,-120.268422349843
