district,schoolName,schoolAddress,medianResult,unit,lead,status,city,county,latitude,longitude
San Mateo-Foster City,Abbott Middle,600 36th Avenue San Mateo CA 94403-4101,NA,NA,NA,not tested,San Mateo,San Mateo County,37.529614,-122.308837
Redwood City Elementary,Adelante Spanish Immersion,3150 Granger Way Redwood City CA 94061-2457,NA,NA,NA,not tested,Redwood City,San Mateo County,37.4540341,-122.244109029617
Private,All Souls Catholic Elementary,479 Miller Avenue South San Francisco CA 94080,NA,NA,FALSE,tested,NA,San Mateo County,37.657233232703,-122.415083254516
San Bruno Park Elementary,Allen Elementary School,"875 Angus Ave W, San Bruno, CA 94066",NA,NA,NA,exempt,San Bruno,San Mateo County,37.6247679450645,-122.416385399082
South San Francisco Unified,Alta Loma Middle,116 Romney Avenue South San Francisco CA 94080-2141,NA,NA,NA,not tested,NA,San Mateo County,37.660483,-122.450841
Menlo Park City Elementary,Alto International School,475 Pope St. Menlo Park CA 94025,NA,NA,NA,not tested,NA,San Mateo County,37.4613707,-122.15711015
Cabrillo Unified,Alvin S. Hatch Elementary,490 Miramontes Avenue Half Moon Bay CA 94019-1824,NA,NA,NA,not tested,Half Moon Bay,San Mateo County,37.4632759454373,-122.436627675131
San Carlos Elementary,Arroyo School,1710 Arroyo Avenue San Carlos CA 94070,NA,NA,FALSE,tested,San Carlos,San Mateo County,37.4989986899234,-122.260503062015
San Carlos Elementary,Arundel Elementary,200 Arundel Road San Carlos CA 94070-1945,NA,NA,FALSE,tested,San Carlos,San Mateo County,37.503987,-122.273667
Ravenswood City Elementary,Aspire East Palo Alto Charter,1286 Runnymede Street East Palo Alto CA 94303-1332,5.2,ppb,TRUE,tested,East Palo Alto,San Mateo County,37.468619,-122.128093
Ravenswood City Elementary,Aspire East Palo Alto Phoenix Academy,1039 Garden St. East Palo Alto CA 94303,NA,NA,FALSE,tested,East Palo Alto,San Mateo County,37.4670250138554,-122.131837078408
San Mateo-Foster City,Audubon Elementary,841 Gull Avenue Foster City CA 94404-1427,NA,NA,NA,not tested,Foster City,San Mateo County,37.5671696763845,-122.259321929782
South San Francisco Unified,Baden High (Continuation),825 Southwood Drive South San Francisco CA 94080-3106,NA,NA,NA,not tested,NA,San Mateo County,37.6496856,-122.435116422222
Bayshore Elementary,Bayshore Elementary,1 Martin Street Daly City CA 94014-1530,NA,NA,FALSE,tested,Daly City,San Mateo County,37.700851,-122.414089
