district,schoolName,schoolAddress,medianResult,unit,lead,status,city,county,latitude,longitude
Live Oak Unified,Live Oak High,2351 Pennington Road Live Oak CA 95953-2402,NA,NA,NA,not tested,NA,Sutter County,39.2761550259495,-121.657562309866
Live Oak Unified,Live Oak Middle,2082 Pennington Road Live Oak CA 95953-2516,NA,NA,NA,not tested,NA,Sutter County,39.275977,-121.65283
Live Oak Unified,Luther Elementary,10123 Connecticut Avenue Live Oak CA 95953-2001,NA,NA,NA,not tested,NA,Sutter County,39.2773199183673,-121.66797555102
Live Oak Unified,Valley Oak Continuation High,2207 Pennington Rd Live Oak CA 95953-2402,NA,NA,NA,not tested,NA,Sutter County,39.276146,-121.654371367705
