district,schoolName,schoolAddress,medianResult,unit,lead,status,city,county,latitude,longitude
Merced City Elementary,Ada Givens Elementary,2900 Green Street Merced CA 95340-3253,NA,NA,FALSE,tested,Merced,Merced County,37.3047306756406,-120.453666124913
Merced City Elementary,Alicia Reyes Elementary,123 South N Street Merced CA 95340,6.6,ppb,TRUE,tested,Merced,Merced County,37.2863487959184,-120.494914408163
Merced City Elementary,Allan Peterson Elementary,848 East Donna Drive Merced CA 95340-0600,NA,NA,FALSE,tested,Merced,Merced County,37.3275574,-120.461281787081
Merced City Elementary,Charles Wright Elementary,900 East 20th Street Merced CA 95340-4052,NA,NA,FALSE,tested,Merced,Merced County,37.2968196,-120.463116725752
Merced City Elementary,Don Stowell Elementary,251 East 11th Street Merced CA 95340-6228,NA,NA,FALSE,tested,Merced,Merced County,37.2912606326531,-120.476056959184
Merced City Elementary,Donn B. Chenoweth Elementary,3200 Parsons Avenue Merced CA 95340-1624,11,ppb,TRUE,tested,Merced,Merced County,37.32141665,-120.449956599545
Merced City Elementary,Franklin Elementary,2936 Franklin Road Merced CA 95348-9436,6.1,ppb,TRUE,tested,NA,Merced County,37.3307303333333,-120.540743933333
Merced City Elementary,Herbert H. Cruickshank Middle,601 Mercy Avenue Merced CA 95340-8334,NA,NA,FALSE,tested,Merced,Merced County,37.3400909,-120.4651899
Merced City Elementary,Herbert Hoover Middle,800 East 26th Street Merced CA 95340-3108,NA,NA,FALSE,tested,Merced,Merced County,37.3033405,-120.463389943972
Merced City Elementary,Joe Stefani,2768 Ranchero Lane Merced CA 95348-3503,NA,NA,FALSE,tested,NA,Merced County,37.3294812,-120.535156338903
Merced City Elementary,John C. Fremont Elementary,1120 West 22nd Street Merced CA 95340-3540,NA,NA,FALSE,tested,Merced,Merced County,37.3090294,-120.490851988822
Merced City Elementary,John Muir Elementary,300 West 26th Street Merced CA 95340-2912,NA,NA,FALSE,tested,Merced,Merced County,37.30881225,-120.475454464213
Merced City Elementary,Leontine Gracey Elementary,945 West Avenue Merced CA 95340-5666,NA,NA,FALSE,tested,NA,Merced County,37.2507266666667,-121.003569444444
Merced City Elementary,Luther Burbank Elementary,609 East Alexander Avenue Merced CA 95340-2214,NA,NA,FALSE,tested,Merced,Merced County,37.3153464375,-120.46408125
Merced City Elementary,Margaret Sheehy Elementary,1240 West Sixth Street Merced CA 95340-6516,NA,NA,FALSE,tested,NA,NA,NA,NA
Merced City Elementary,Rudolph Rivera Elementary,945 Buena Vista Drive Merced CA 95348-2302,NA,NA,FALSE,tested,Merced,Merced County,37.32739925,-120.483948823864
Merced City Elementary,Rudolph Rivera Middle,801 Buena Vista Drive Merced CA 95348-2302,9.1,ppb,TRUE,tested,Merced,Merced County,37.326361,-120.482592
Merced City Elementary,Tenaya Middle,760 West Eighth Street Merced CA 95340-5935,NA,NA,FALSE,tested,NA,NA,NA,NA
