district,schoolName,schoolAddress,medianResult,unit,lead,status,city,county,latitude,longitude
Lone Pine Unified,Lo-Inyo Elementary,223 East Locust Street Lone Pine CA 93545,NA,NA,NA,not tested,NA,Inyo County,36.6084300738255,-118.061117355705
Lone Pine Unified,Lone Pine Adult,301 South Hay Street Lone Pine CA 93545-0159,NA,NA,NA,not tested,NA,Inyo County,36.6043772,-118.0600562
Lone Pine Unified,Lone Pine High,538 South Main Street Lone Pine CA 93545,NA,NA,NA,not tested,NA,Inyo County,36.5816423,-118.0575734
Lone Pine Unified,Sierra Alternative Learning Academy,301 South Hay St Lone Pine CA 93545,NA,NA,NA,not tested,NA,Inyo County,36.6043772,-118.0600562
